qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP059036,Quartier Prioritaire De Masny,32.0,245901152.0,,59701,10540.0,13365.0,16611.0,0.5,9093.0,10088.0,10941.0,12037.0,14396.0,16022.0,17801.0,20530.0,2.3,0.2,2.5,52.7,27.7,2.2,24.1,7.1,9.2,7.8,-6.7,QP059036,40.6,16.2,15.3,87.6,,both,QP059036
QP059037,Quartier Prioritaire De Montigny En Ostrevent,32.0,245901152.0,,00756,10670.0,13482.0,17156.0,0.5,8294.0,9831.0,11498.0,12460.0,14493.0,16109.0,18054.0,22520.0,2.7,0.2,2.9,61.0,25.4,1.9,19.1,6.5,6.9,5.7,-7.4,QP059037,37.4,,17.9,,,both,QP059037
QP059038,Barrois,32.0,245901152.0,,00756,10039.0,13064.0,17123.0,0.5,8293.0,9593.0,10676.0,12069.0,14483.0,16180.0,17753.0,20606.0,2.5,0.2,2.9,47.4,35.3,2.9,21.2,5.8,8.8,6.6,-6.8,QP059038,40.1,15.6,13.9,,,both,QP059038
QP059039,Lemay Sainte Marie,32.0,245901152.0,,00756,10039.0,12570.0,15850.0,0.5,8169.0,9544.0,10629.0,11771.0,14210.0,15283.0,16887.0,19723.0,2.4,0.2,2.8,50.8,32.9,2.1,20.6,4.7,9.6,6.3,-6.4,QP059039,45.9,,13.6,,,both,QP059039
QP059040,Quartier Prioritaire De Somain,32.0,245901152.0,,59701,10107.0,12841.0,16613.0,0.5,8109.0,9635.0,10659.0,11925.0,14058.0,15597.0,17487.0,19747.0,2.4,0.2,2.7,51.9,29.6,1.9,23.0,6.3,9.1,7.6,-6.4,QP059040,41.4,15.7,12.3,,,both,QP059040
QP059041,Résidences Pasteur Et Foch,32.0,200040947.0,,59401,9748.0,12439.0,16965.0,0.6,7955.0,9175.0,10177.0,11243.0,14160.0,15944.0,18030.0,20829.0,2.6,0.2,3.0,53.7,23.4,3.7,26.6,8.4,9.8,8.4,-7.4,QP059041,47.9,25.7,12.5,81.8,,both,QP059041
QP059042,Centre Ville - Gambetta,32.0,200030633.0,,59307,9903.0,13254.0,18547.0,0.7,7705.0,9124.0,10417.0,11663.0,14973.0,17295.0,20268.0,26674.0,3.5,0.3,4.8,61.1,25.8,7.9,18.4,5.0,7.2,6.2,-13.2,QP059042,43.5,22.3,9.4,70.3,,both,QP059042
QP059043,Coeur D'Etoile,32.0,200043321.0,,59302,10899.0,14339.0,19590.0,0.6,8152.0,10078.0,11546.0,12804.0,16173.0,18437.0,20846.0,25414.0,3.1,0.3,3.5,55.5,32.4,6.2,16.5,3.7,7.0,5.8,-10.6,QP059043,34.3,20.4,5.4,81.8,,both,QP059043
QP059044,Fourmies,32.0,200043404.0,,59305,9186.0,12117.0,16450.0,0.6,7426.0,8583.0,9733.0,10744.0,13570.0,15290.0,17663.0,21393.0,2.9,0.3,3.7,48.7,27.6,4.8,27.8,6.4,12.5,8.9,-8.9,QP059044,49.9,22.1,10.1,77.5,8.9,both,QP059044
QP059045,Cité Des Bois,32.0,200041960.0,,00756,10629.0,13592.0,17371.0,0.5,8651.0,9978.0,11284.0,12437.0,14773.0,16435.0,18631.0,21995.0,2.5,0.2,2.8,54.3,29.8,2.1,20.6,7.4,6.6,6.7,-6.8,QP059045,38.0,18.2,18.5,,,both,QP059045
QP059046,Vieux Centre Ville Saint Géry,32.0,200044022.0,,59403,9525.0,13729.0,19186.0,0.7,7509.0,8835.0,10382.0,11971.0,15243.0,17894.0,21471.0,30385.0,4.0,0.3,5.6,66.1,24.4,7.8,16.9,3.4,7.4,6.0,-15.2,QP059046,41.1,18.0,,78.8,,both,QP059046
QP059047,Quartier Saint Roch,32.0,200044022.0,,59403,9849.0,12595.0,16357.0,0.5,7745.0,9086.0,10363.0,11669.0,13407.0,15309.0,17777.0,21089.0,2.7,0.2,3.2,61.4,25.2,2.8,20.1,5.6,7.4,7.2,-9.5,QP059047,44.6,26.0,,,,both,QP059047
QP059048,Quartier Amérique,32.0,200044022.0,,59403,9305.0,12572.0,16378.0,0.6,7766.0,8915.0,9986.0,11399.0,13752.0,15374.0,17370.0,20155.0,2.6,0.2,3.0,57.1,23.4,2.8,24.4,7.1,9.5,7.9,-7.7,QP059048,46.8,22.8,9.6,75.2,,both,QP059048
QP059049,Résidence D'Esnes,32.0,200044022.0,,59403,10302.0,13386.0,18143.0,0.6,8240.0,9876.0,11133.0,12303.0,14911.0,16774.0,19628.0,22775.0,2.8,0.2,3.1,58.8,26.5,3.0,19.9,5.9,8.2,5.8,-8.2,QP059049,38.6,,14.8,69.3,,both,QP059049
QP059050,Centre,32.0,200042190.0,,59701,9423.0,12213.0,16006.0,0.5,7595.0,8875.0,9943.0,11086.0,13416.0,14934.0,17297.0,20662.0,2.7,0.2,3.4,51.1,25.0,5.0,26.8,7.6,11.1,8.1,-7.9,QP059050,49.1,18.3,15.4,70.6,8.5,both,QP059050
QP059051,Boulevard De La Liberté,32.0,200042190.0,,59701,9314.0,12194.0,15963.0,0.5,7547.0,8745.0,9992.0,11184.0,13565.0,14923.0,17021.0,20095.0,2.7,0.2,2.9,52.9,22.8,2.1,28.6,7.3,12.0,9.2,-6.4,QP059051,49.5,22.3,11.5,85.5,9.5,both,QP059051
QP059052,Schneider,32.0,200042190.0,,59701,9502.0,12319.0,16239.0,0.5,7973.0,9107.0,10047.0,11130.0,13627.0,15537.0,17237.0,20673.0,2.6,0.2,3.0,48.4,28.9,3.5,25.8,7.5,10.3,8.1,-6.6,QP059052,47.8,18.3,16.3,79.7,,both,QP059052
QP059053,Couture Savonnerie,32.0,200042190.0,,59701,10637.0,13660.0,17426.0,0.5,8643.0,9698.0,11472.0,12501.0,14899.0,16611.0,18483.0,21454.0,2.5,0.2,3.0,60.2,26.0,2.7,19.4,5.3,7.3,6.8,-8.3,QP059053,36.4,,13.0,,,both,QP059053
QP059054,Gambetta,32.0,200042190.0,,59701,9695.0,13151.0,16334.0,0.5,7939.0,9083.0,9997.0,11591.0,14339.0,15523.0,17987.0,21035.0,2.6,0.2,3.0,57.9,22.0,4.2,23.0,7.6,9.0,6.4,-7.1,QP059054,42.2,,18.6,53.5,,both,QP059054
QP059055,Sabatier,32.0,200042190.0,,59701,10866.0,13548.0,17095.0,0.5,8681.0,10266.0,11386.0,12383.0,14841.0,16240.0,17899.0,20481.0,2.4,0.2,2.6,52.1,33.1,2.3,19.7,6.3,7.2,6.1,-7.2,QP059055,37.5,15.7,14.1,92.2,6.2,both,QP059055
QP059056,Brunehaut,32.0,200042190.0,245901160.0,59701,10508.0,12901.0,16870.0,0.5,7821.0,9495.0,11100.0,12007.0,14252.0,15834.0,17871.0,20239.0,2.6,0.2,3.0,52.5,32.2,3.7,19.0,4.9,8.3,5.9,-7.4,QP059056,41.4,17.4,11.3,,,both,QP059056
QP059057,Collinière,32.0,200042190.0,,59402,10188.0,13118.0,16381.0,0.5,8635.0,9597.0,10999.0,12038.0,14307.0,15562.0,16973.0,19359.0,2.2,0.2,2.5,53.8,20.9,3.4,28.2,7.2,11.0,10.0,-6.3,QP059057,40.2,26.5,11.5,,,both,QP059057
QP059058,Elnon,32.0,200042190.0,,59402,11559.0,14587.0,18046.0,0.4,8542.0,11028.0,12071.0,13088.0,15762.0,17310.0,19327.0,22759.0,2.7,0.2,3.0,59.8,25.8,4.0,19.2,4.9,8.2,6.1,-8.8,QP059058,30.3,,10.7,80.1,,both,QP059058
QP059059,Arenberg,32.0,200042190.0,,59701,11011.0,13238.0,17037.0,0.5,8435.0,10295.0,11312.0,12261.0,14658.0,16251.0,17807.0,20307.0,2.4,0.2,2.7,52.6,34.5,3.0,17.0,5.8,5.8,5.4,-7.1,QP059059,38.8,,15.6,,,both,QP059059
QP059060,Petit Steendam,32.0,245900428.0,,59602,9761.0,12650.0,16239.0,0.5,8121.0,9359.0,10367.0,11619.0,13597.0,15317.0,17220.0,19643.0,2.4,0.2,2.7,57.1,22.9,2.7,24.3,6.5,8.4,9.4,-7.0,QP059060,43.5,20.8,9.7,,,both,QP059060
QP059061,Saint Pol Sur Mer Quartiers Ouest,32.0,245900428.0,,59602,9764.0,12521.0,15995.0,0.5,7836.0,9243.0,10339.0,11581.0,13747.0,15177.0,17015.0,19932.0,2.5,0.2,2.9,58.1,20.8,2.2,26.1,6.7,10.0,9.3,-7.2,QP059061,45.5,20.0,11.0,92.6,11.0,both,QP059061
QP059062,Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail,32.0,245900428.0,,59602,10233.0,13086.0,17195.0,0.5,8099.0,9648.0,10785.0,11983.0,14596.0,16171.0,18312.0,21589.0,2.7,0.2,3.0,58.3,26.3,2.9,21.2,5.3,8.0,7.9,-8.7,QP059062,41.1,18.8,8.6,86.0,9.7,both,QP059062
QP059063,Soubise - Basse Ville,32.0,245900428.0,,59602,10337.0,14253.0,19143.0,0.6,8125.0,9661.0,11344.0,12775.0,15994.0,18041.0,20596.0,25001.0,3.1,0.3,3.8,64.5,25.2,5.3,17.1,3.8,6.7,6.7,-12.1,QP059063,35.0,16.6,5.8,87.9,8.6,both,QP059063
QP059064,Albeck - Europe - Moulin,32.0,245900428.0,,59602,10213.0,12919.0,16240.0,0.5,8146.0,9502.0,10866.0,11844.0,14004.0,15398.0,17372.0,19855.0,2.4,0.2,2.7,59.8,19.8,2.0,25.8,7.9,8.7,9.1,-7.4,QP059064,41.9,18.9,14.7,95.0,11.7,both,QP059064
QP059065,Degroote,32.0,245900428.0,,59602,9796.0,12290.0,17451.0,0.6,7913.0,9127.0,10393.0,11334.0,13790.0,16118.0,19052.0,23841.0,3.0,0.3,3.7,64.2,19.8,3.3,22.6,5.4,8.6,8.6,-9.9,QP059065,48.2,21.3,9.2,,,both,QP059065
QP059066,Pont de Bois,32.0,245900410.0,,59702,9570.0,12616.0,16083.0,0.5,7485.0,9023.0,10133.0,11364.0,13790.0,15173.0,17008.0,19884.0,2.7,0.2,3.0,69.7,8.8,1.6,27.7,8.3,9.8,9.6,-7.8,QP059066,45.2,22.5,12.6,,11.3,both,QP059066
QP059067,Résidence-Poste-Terroir,32.0,245900410.0,,59702,10290.0,13073.0,16998.0,0.5,8091.0,9610.0,10890.0,12037.0,14440.0,16135.0,17857.0,20745.0,2.6,0.2,2.9,66.5,17.6,3.2,21.2,6.8,7.8,6.6,-8.5,QP059067,41.4,21.9,14.6,89.7,9.6,both,QP059067
QP059068,Résidence,32.0,245900410.0,,59702,10538.0,13482.0,17522.0,0.5,8276.0,9965.0,11213.0,12367.0,14903.0,16513.0,18483.0,21069.0,2.5,0.2,2.9,66.0,20.7,2.4,19.7,7.1,6.6,6.0,-8.8,QP059068,38.0,21.7,10.8,88.4,,both,QP059068
QP059069,Attargette - Chanzy,32.0,245900410.0,,59501,11015.0,13732.0,17688.0,0.5,8367.0,10215.0,11478.0,12496.0,15185.0,16820.0,18538.0,22490.0,2.7,0.2,2.9,62.8,24.3,3.1,18.9,5.3,6.8,6.8,-9.1,QP059069,36.1,18.7,9.1,76.9,,both,QP059069
QP059070,Bizet - Briquetterie,32.0,245900410.0,,59501,10913.0,13950.0,16959.0,0.4,8397.0,10367.0,11631.0,12721.0,14966.0,16368.0,17870.0,21011.0,2.5,0.2,2.8,69.4,15.7,2.3,21.5,8.6,5.8,7.1,-8.9,QP059070,35.3,22.5,20.8,,,both,QP059070
QP059071,Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets,32.0,245900410.0,,59702,9974.0,13169.0,16817.0,0.5,8105.0,9333.0,10607.0,11861.0,14492.0,15916.0,17845.0,20921.0,2.6,0.2,2.9,56.4,22.9,2.5,25.4,7.6,9.7,8.1,-7.2,QP059071,42.8,21.5,14.1,89.6,9.3,both,QP059071
QP059072,Pacot - Vandracq,32.0,245900410.0,,59702,10477.0,13303.0,16864.0,0.5,8506.0,9986.0,11296.0,12395.0,14721.0,16204.0,17981.0,20660.0,2.4,0.2,2.6,67.4,18.8,1.7,20.6,6.2,7.1,7.3,-8.5,QP059072,38.2,20.4,10.9,,,both,QP059072
QP059073,Secteur Ouest,32.0,245900410.0,,59702,9633.0,12422.0,15764.0,0.5,7887.0,9242.0,10257.0,11242.0,13648.0,15107.0,16689.0,19819.0,2.5,0.2,3.0,61.6,17.3,2.6,26.3,7.8,10.0,8.5,-7.8,QP059073,46.8,21.8,12.3,,,both,QP059073
QP059074,Secteur Sud,32.0,245900410.0,,59702,9472.0,12646.0,17236.0,0.6,7446.0,8841.0,10129.0,11349.0,14156.0,16113.0,18638.0,23119.0,3.1,0.3,3.8,66.5,16.5,3.4,23.7,6.5,9.6,7.6,-10.1,QP059074,46.0,16.2,11.7,85.4,9.3,both,QP059074
QP059075,Secteur Nord Est,32.0,245900410.0,,59702,10236.0,14148.0,19642.0,0.7,7852.0,9516.0,11127.0,12657.0,16023.0,18185.0,21409.0,27431.0,3.5,0.3,4.2,73.6,15.9,4.6,18.0,5.0,7.0,6.0,-12.1,QP059075,36.3,16.4,8.6,76.3,8.0,both,QP059075
QP059076,Secteur Nord,32.0,245900410.0,,59702,9794.0,13247.0,17485.0,0.6,7866.0,9160.0,10478.0,12073.0,14480.0,16428.0,18432.0,21099.0,2.7,0.2,3.2,63.1,21.2,2.8,22.2,5.3,8.8,8.1,-9.3,QP059076,40.6,19.2,7.2,,,both,QP059076
QP059077,Les Oliveaux,32.0,245900410.0,,59702,10383.0,13450.0,16900.0,0.5,8124.0,9619.0,11065.0,12204.0,14785.0,16077.0,17638.0,20378.0,2.5,0.2,2.8,66.5,19.2,1.6,21.3,5.8,7.7,7.8,-8.6,QP059077,38.8,19.7,8.2,,10.2,both,QP059077
QP059078,Clémenceau-Kiener,32.0,245900410.0,,59702,10801.0,13587.0,17288.0,0.5,8187.0,10161.0,11508.0,12398.0,14801.0,16354.0,18588.0,21226.0,2.6,0.2,2.8,69.5,16.0,2.7,21.0,7.5,6.9,6.6,-9.2,QP059078,36.8,17.7,15.0,74.8,,both,QP059078
QP059079,La Briquetterie,32.0,245900410.0,,59702,9937.0,12473.0,15919.0,0.5,8271.0,9435.0,10418.0,11372.0,13708.0,14971.0,16963.0,19684.0,2.4,0.2,2.7,58.5,21.1,1.8,25.8,7.8,8.9,9.1,-7.2,QP059079,45.9,25.2,14.3,,,both,QP059079
QP059080,Nouveau Mons - Les Sarts- Dombrowski,32.0,245900410.0,,59702,10445.0,13585.0,17827.0,0.5,8222.0,9627.0,11077.0,12380.0,15088.0,16823.0,19030.0,22587.0,2.7,0.2,3.1,62.2,23.3,3.0,20.7,6.8,7.2,6.7,-9.2,QP059080,37.7,20.2,14.1,84.6,7.5,both,QP059080
QP059081,Comtesse De Ségur,32.0,245900410.0,,59702,10088.0,13000.0,17082.0,0.5,7643.0,9454.0,10572.0,11609.0,14749.0,16189.0,18283.0,21865.0,2.9,0.2,3.2,63.8,17.4,2.1,25.2,7.7,8.4,9.1,-8.5,QP059081,43.2,23.5,11.7,,,both,QP059081
QP059082,Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre,32.0,245900410.0,,59702,9346.0,12241.0,16256.0,0.6,7407.0,8756.0,9872.0,11027.0,13573.0,15253.0,17549.0,21323.0,2.9,0.2,3.5,60.5,17.2,3.9,26.8,8.8,10.3,7.8,-8.4,QP059082,48.9,19.1,18.3,67.7,9.6,both,QP059082
QP059083,Nouveau Roubaix,32.0,245900410.0,,59702,9566.0,12618.0,16240.0,0.5,8059.0,8935.0,10142.0,11508.0,13929.0,15271.0,17356.0,19458.0,2.4,0.2,2.8,57.5,19.8,1.9,27.8,7.3,10.9,9.6,-7.0,QP059083,45.0,23.0,12.5,,9.7,both,QP059083
QP059084,La Mouchonnière,32.0,245900410.0,,59702,9597.0,12336.0,15473.0,0.5,7720.0,9085.0,10298.0,11354.0,13609.0,14677.0,16238.0,19091.0,2.5,0.2,2.8,60.5,17.0,1.4,28.0,8.6,10.2,9.1,-6.9,QP059084,47.0,22.8,13.0,,,both,QP059084
QP059085,Phalempins,32.0,245900410.0,,59702,10538.0,14362.0,18518.0,0.6,8101.0,9971.0,11352.0,12978.0,15949.0,17669.0,19716.0,23372.0,2.9,0.2,3.4,71.7,15.7,4.6,17.7,7.4,6.0,4.4,-9.7,QP059085,34.8,17.5,17.3,46.3,7.7,both,QP059085
QP059086,Virolois,32.0,245900410.0,,59702,10329.0,13951.0,18515.0,0.6,7961.0,9536.0,10892.0,12357.0,15457.0,17254.0,19612.0,22897.0,2.9,0.2,3.2,69.6,15.6,4.0,20.3,7.4,7.4,5.5,-9.5,QP059086,38.5,16.7,17.4,55.2,7.8,both,QP059086
QP059087,La Bourgogne,32.0,245900410.0,,59702,9122.0,11932.0,15585.0,0.5,7601.0,8659.0,9655.0,10801.0,13232.0,14768.0,16610.0,19613.0,2.6,0.2,2.9,53.0,20.6,2.7,30.5,8.6,12.2,9.7,-6.8,QP059087,51.9,22.3,14.3,90.8,11.9,both,QP059087
QP059088,Pont Rompu,32.0,245900410.0,,59702,10853.0,13988.0,18409.0,0.5,8692.0,10381.0,11603.0,12999.0,15341.0,17208.0,19299.0,24007.0,2.8,0.2,3.2,54.2,33.3,4.4,17.0,5.2,7.0,4.8,-8.9,QP059088,34.8,15.3,19.8,61.4,,both,QP059088
QP059089,Blanc Riez,32.0,245900410.0,,59702,10550.0,13646.0,17448.0,0.5,8488.0,9840.0,11311.0,12321.0,15003.0,16394.0,18586.0,21592.0,2.5,0.2,2.9,66.1,20.4,2.7,20.2,6.1,7.1,7.1,-9.4,QP059089,37.8,18.1,10.3,86.0,7.2,both,QP059089
QP059090,Epidéme Villas Couteaux,32.0,245900410.0,,59702,10251.0,13375.0,17134.0,0.5,7984.0,9510.0,10972.0,12191.0,14689.0,16216.0,18191.0,21653.0,2.7,0.2,3.1,62.0,21.3,3.6,21.6,5.7,8.6,7.3,-8.5,QP059090,39.5,21.7,8.9,85.7,10.0,both,QP059090
QP059091,Centralité De Beaulieu,32.0,245900410.0,,59702,10960.0,14232.0,17604.0,0.5,8580.0,10162.0,11684.0,12985.0,15555.0,16920.0,18549.0,20775.0,2.4,0.2,2.7,67.8,19.2,2.4,19.3,6.2,6.6,6.5,-8.7,QP059091,33.7,22.0,10.7,,8.2,both,QP059091
QP060001,Les Hauts De Creil,32.0,246000111.0,,60601,9390.0,12522.0,16375.0,0.6,7211.0,8741.0,10013.0,11266.0,13900.0,15442.0,17301.0,20131.0,2.8,0.2,3.2,62.4,20.4,2.1,23.2,8.7,7.4,7.0,-8.1,QP060001,46.8,17.0,22.7,92.4,7.5,both,QP060001
QP060002,Les Martinets,32.0,246000111.0,,60601,9887.0,12636.0,16253.0,0.5,7791.0,9266.0,10574.0,11588.0,14059.0,15524.0,17131.0,19885.0,2.6,0.2,2.9,58.1,25.3,1.8,22.0,7.9,8.1,6.0,-7.2,QP060002,45.2,18.1,20.0,,7.9,both,QP060002
QP060003,Les Côteaux,32.0,246000111.0,,60601,9715.0,12343.0,16623.0,0.6,7409.0,9160.0,10089.0,11243.0,13933.0,15559.0,17807.0,20574.0,2.8,0.2,3.1,64.3,19.3,2.5,22.5,8.4,7.2,6.8,-8.6,QP060003,47.5,16.2,23.3,86.5,8.4,both,QP060003
QP060004,Les Rochers L'Obier,32.0,246000111.0,,60601,9821.0,12964.0,17520.0,0.6,7924.0,9210.0,10729.0,11841.0,14567.0,16288.0,18935.0,22554.0,2.8,0.2,3.4,66.0,20.5,2.7,20.2,8.1,6.0,6.1,-9.4,QP060004,43.0,15.3,22.4,76.4,,both,QP060004
QP060005,Belle Vue Belle Visée,32.0,246000111.0,,60601,10398.0,13811.0,17903.0,0.5,8122.0,9649.0,10872.0,12117.0,15248.0,17015.0,18636.0,21187.0,2.6,0.2,2.8,69.6,17.1,1.8,20.4,8.2,5.8,6.4,-8.9,QP060005,39.8,19.3,17.6,,,both,QP060005
QP060006,Vivier Corax,32.0,246001010.0,,60502,9773.0,12685.0,16539.0,0.5,7616.0,9159.0,10383.0,11524.0,14060.0,15641.0,17533.0,20330.0,2.7,0.2,3.1,63.2,21.6,2.2,22.0,5.9,9.0,7.1,-9.0,QP060006,45.2,22.2,10.4,,10.4,both,QP060006
QP060007,Clos Des Roses,32.0,246001010.0,,60502,9478.0,12574.0,16526.0,0.6,7539.0,8925.0,10080.0,11308.0,13882.0,15422.0,17525.0,20438.0,2.7,0.2,3.2,57.6,26.1,2.2,22.4,7.7,8.1,6.6,-8.3,QP060007,46.4,18.6,18.4,,11.0,both,QP060007
QP060008,La Victoire,32.0,246001010.0,,60502,10656.0,14011.0,17408.0,0.5,8187.0,9996.0,11447.0,12637.0,15309.0,16693.0,18332.0,21167.0,2.6,0.2,2.9,62.0,26.7,1.8,18.5,5.9,6.9,5.8,-9.0,QP060008,36.3,20.3,13.0,,6.9,both,QP060008
QP060009,Saint Jean,32.0,246000830.0,,60501,9369.0,12416.0,16472.0,0.6,7153.0,8719.0,9866.0,11003.0,13761.0,15479.0,17885.0,20663.0,2.9,0.2,3.4,63.1,18.2,1.9,25.1,7.3,10.0,7.8,-8.3,QP060009,47.7,21.3,15.2,88.8,9.5,both,QP060009
QP060010,Saint Lucien,32.0,246000830.0,,60501,9275.0,12615.0,16414.0,0.6,7333.0,8847.0,10050.0,11446.0,13831.0,15528.0,17727.0,20442.0,2.8,0.2,3.1,59.1,24.0,1.6,23.5,7.5,8.9,7.0,-8.2,QP060010,45.0,27.7,13.4,,8.1,both,QP060010
QP060011,Argentine,32.0,246000830.0,,60501,9659.0,13019.0,17044.0,0.6,7476.0,8951.0,10472.0,11779.0,14430.0,16078.0,18182.0,21478.0,2.9,0.2,3.3,59.1,24.7,2.6,22.6,6.7,8.7,7.3,-9.0,QP060011,42.6,20.7,11.5,89.1,8.9,both,QP060011
QP060012,Les Terriers,32.0,246000921.0,,60305,9591.0,12799.0,17050.0,0.6,7899.0,9032.0,10242.0,11467.0,14066.0,16061.0,18000.0,20751.0,2.6,0.2,3.1,65.1,15.4,1.6,26.2,8.1,9.4,8.8,-8.3,QP060012,43.4,25.6,14.7,,,both,QP060012
QP060013,Quartier De La Nacre,32.0,246000582.0,,60302,9507.0,12302.0,15913.0,0.5,7490.0,9081.0,10042.0,11422.0,13566.0,14863.0,16815.0,19240.0,2.6,0.2,2.8,63.2,19.8,1.6,22.7,8.4,7.5,6.9,-7.3,QP060013,47.6,18.9,24.2,,8.6,both,QP060013
QP060014,Les Sables,32.0,246000376.0,,60401,10478.0,13083.0,16624.0,0.5,8261.0,9962.0,11033.0,11940.0,14649.0,15937.0,17477.0,20241.0,2.5,0.2,2.7,65.3,19.8,1.7,21.3,7.2,7.4,6.7,-8.1,QP060014,42.1,26.1,12.0,,,both,QP060014
QP060015,Liancourt Les Abords Du Parc,32.0,246000129.0,,60601,10419.0,14108.0,18054.0,0.5,5634.0,9481.0,11335.0,12829.0,15441.0,17299.0,19187.0,22103.0,3.9,0.3,4.2,65.0,22.4,2.2,20.0,5.4,8.1,6.5,-9.6,QP060015,35.1,18.0,8.8,,,both,QP060015
QP060016,Quartier Kennedy,32.0,246000871.0,,60303,11674.0,14665.0,18363.0,0.5,9351.0,10610.0,12064.0,13205.0,15942.0,17376.0,19433.0,22011.0,2.4,0.2,2.7,68.7,22.3,1.9,16.1,5.9,5.0,5.2,-9.0,QP060016,30.6,18.1,16.4,,,both,QP060016
QP060017,Beauséjour,32.0,246000756.0,,60304,9709.0,13140.0,16884.0,0.5,7106.0,8849.0,10285.0,11690.0,14633.0,16317.0,17738.0,20418.0,2.9,0.2,3.3,56.7,26.9,2.8,21.6,6.3,8.6,6.7,-8.0,QP060017,43.2,20.6,9.5,74.1,,both,QP060017
QP060018,Mont Siméon,32.0,246000756.0,,60304,8666.0,11529.0,14396.0,0.5,6979.0,8319.0,9231.0,10283.0,12709.0,13641.0,15303.0,18122.0,2.6,0.2,3.1,51.6,21.4,2.2,31.2,8.3,13.0,10.0,-6.4,QP060018,55.4,23.2,14.9,,,both,QP060018
QP061001,Les Provinces,28.0,200042513.0,,61302,9485.0,13040.0,16709.0,0.6,7564.0,8747.0,10274.0,11728.0,14650.0,15836.0,17722.0,20572.0,2.7,0.2,3.1,52.5,31.6,2.8,21.1,5.5,8.0,7.6,-8.0,QP061001,44.4,18.1,5.5,,,both,QP061001
QP061002,Saint Michel - Vallée D'Auge,28.0,200042513.0,,61302,9469.0,12865.0,17122.0,0.6,7845.0,8945.0,10253.0,11741.0,14396.0,16089.0,18421.0,21073.0,2.7,0.2,3.1,45.2,35.8,4.0,22.6,4.8,9.8,8.0,-7.6,QP061002,42.4,17.5,5.0,89.7,,both,QP061002
QP061003,Saint Michel,28.0,200035814.0,,61401,8674.0,11868.0,15189.0,0.5,7011.0,7940.0,9250.0,10736.0,13170.0,14401.0,16059.0,18455.0,2.6,0.2,2.9,46.9,29.1,2.0,27.4,5.6,12.3,9.5,-5.4,QP061003,52.0,24.7,,,,both,QP061003
QP061004,Saint Sauveur,28.0,200035814.0,,61401,9553.0,12421.0,15765.0,0.5,7388.0,8730.0,10072.0,11195.0,13554.0,15111.0,16743.0,19225.0,2.6,0.2,3.1,56.5,24.9,2.4,23.7,7.9,8.4,7.3,-7.5,QP061004,47.6,15.1,16.4,83.2,11.0,both,QP061004
QP061005,La Madeleine,28.0,200036168.0,,61301,8805.0,11583.0,14627.0,0.5,6758.0,8235.0,9112.0,10133.0,12585.0,13786.0,15169.0,17484.0,2.6,0.2,2.8,42.6,28.5,2.3,31.5,6.9,13.5,11.0,-4.9,QP061005,55.0,20.8,8.5,,,both,QP061005
QP061006,Perseigne,28.0,246100663.0,,00461,8496.0,10971.0,14552.0,0.6,6719.0,8066.0,9015.0,9987.0,12152.0,13586.0,15496.0,18664.0,2.8,0.2,3.4,45.7,25.0,3.3,32.5,9.7,12.9,10.0,-6.5,QP061006,59.7,22.3,15.4,86.0,11.6,both,QP061006
QP061007,Courteille,28.0,246100663.0,,00461,9270.0,12505.0,15917.0,0.5,7401.0,8558.0,10101.0,11203.0,13882.0,15151.0,16963.0,19405.0,2.6,0.2,3.1,52.4,28.2,3.1,23.5,6.0,9.2,8.3,-7.2,QP061007,46.5,24.0,5.9,,9.6,both,QP061007
QP062001,Quartier Du Mieux-Etre,32.0,246200380.0,,62302,11030.0,13961.0,18294.0,0.5,9004.0,10530.0,11522.0,12459.0,15090.0,16895.0,19061.0,22765.0,2.5,0.2,2.9,59.9,27.5,5.0,16.4,6.2,5.5,4.7,-8.8,QP062001,36.8,,17.5,62.0,,both,QP062001
QP062002,Camus,32.0,246200364.0,,00756,10450.0,13293.0,17075.0,0.5,8527.0,9791.0,11331.0,12159.0,14661.0,16108.0,18201.0,21239.0,2.5,0.2,2.8,54.3,31.9,2.6,18.8,6.0,6.1,6.8,-7.6,QP062002,39.2,17.4,9.7,,,both,QP062002
QP062003,Plantigeons - Fosse 4,32.0,246200299.0,,00756,10994.0,13676.0,17337.0,0.5,9061.0,10448.0,11412.0,12498.0,15138.0,16828.0,18388.0,21681.0,2.4,0.2,2.6,63.8,22.5,2.2,19.6,6.4,7.1,6.2,-8.1,QP062003,37.6,17.2,16.1,,,both,QP062003
